텍스트,분류 1차,분류 2차,keyword,code,자동 생성 제목
"
안녕하세요. #{수신자명}님!
결제 완료되었습니다.

▶ 날짜 : #{날짜}
▶ 주문번호 : #{주문번호}

#{발신 스페이스}을(를) 사랑해주셔서 감사합니다.",구매,구매완료,"주문,구매,주문완료,구매완료,상품,주문번호,결제,결제완료",IBWINGO3940_1655975231319,결제 완료
"
안녕하세요. #{수신자명}님.

요청하신 취소 및 반품/교환 접수가 완료되었습니다.

▶ ID : #{ID}
▶ 요청일 : #{요청일}

다음에는 더 좋은 상품으로 보답해드리겠습니다.",구매,구매취소,"구매,구매취소,취소,주문취소,취소알림,결제취소,교환,반품",IBWINGO3940_1655975311621,주문 취소 안내
"
안녕하세요. #{수신자명} 고객님, #{발신 스페이스}입니다.

고객님께서 구매하신 상품은 #{제한 요인} 상품으로 단순 변심으로 인한 교환/환불이 불가합니다.

제품 이상으로 인한 교환/환불은 가능하며, 문의 주시면 해결해드리겠습니다.

감사합니다.",구매,진행상태,"교환,환불,취소,구매취소,결제취소,불가",IBWINGO3940_1655975643846,교환/환불 안내
"
안녕하세요 #{수신자명}님,
진행하셨던 주문이 정상적으로 완료되지 않았습니다.

주문을 완료하시면,
영업일 내 #{배송 예정일} 안에 수령이 가능합니다.

주문 문의가 있으실 경우 홈페이지에 문의해주세요.",구매,진행상태,"주문,장바구니,주문안내,결제안내,구매안내,구매요청,요청,구매유도,유도",IBWINGO3940_1655976077725,주문 확인 안내
"
안녕하세요 #{수신자명}님,
결제 시도하신 주문 건이 실패하여 안내 드립니다.

▶ 주문번호 : #{주문번호}
▶ 실패사유 : #{실패사유}

자세한 내용은 홈페이지 결제내역에서 확인해주세요.",구매,진행상태,"결제,주문,구매,실패,취소,결제실패,구매실패,주문실패",IBWINGO3940_1655976289174,결제 실패
"
안녕하세요 #{수신자명}님,
고객님께서 주문하신 #{상품명} 상품이 준비되었습니다.
방문하여 수령해주시기 바랍니다.

주문 내역은 홈페이지에서 확인해주세요.

감사합니다.",구매,진행상태,"입고,재입고,주문,상품,준비완료,입고완료",IBWINGO3940_1655976365393,입고 완료 안내
"
안녕하세요, #{수신자명}님.
고객님의 주문이 정상적으로 접수되었습니다.

주문하신 상품은 입금이 완료되는대로 최대한 빠르게 발송하겠습니다.

▶ 입금금액 : #{입금금액}
▶ 예금주명 : #{예금주명}
▶ 입금계좌 / 은행명명 : #{입금계좌 / 은행명명}

주문 후 입금 내역이 확인되지 않을 경우, 주문이 자동 취소됩니다.
감사합니다.",구매,진행상태,"입금,주문,결제,구매,입금안내,주문내역,결제안내",IBWINGO3940_1655976402386,주문 완료
"
안녕하세요 #{수신자명}님,
주문 건에 대한 취소/반품 요청이 거절되었습니다.

▶ 주문번호 : #{주문번호}
▶ 상품명 : #{상품명}
▶ 취소/반품 거절 사유 : #{취소/반품 거절 사유}

상세사유는 홈페이지에서 확인해주세요.
감사합니다.",구매,진행상태,"교환,환불,취소,구매취소,결제취소,취소사유,거절사유,거절",IBWINGO3940_1655976530323,취소/반품 거절 안내
"
안녕하세요 #{수신자명}고객님,
요청하신 반품이 정상적으로 접수되었습니다.

반품 상품 수거는 #{소요일}일 정도 소요되며, 상품은 포장 후 반송 부탁드립니다.
사용흔적/누락 등이 확인될 경우 반품이 거절될 수 있습니다.

감사합니다.",구매,구매취소,"교환,환불,취소,구매취소,결제취소,취소사유,거절사유,거절,반품,반품접수",IBWINGO3940_1655976628986,반품 접수 완료 안내
"
안녕하세요 #{수신자명}고객님,
주문하신 상품의 입금이 확인되었습니다.

▶ 주문상품 : #{주문상품}
▶ 주문번호 : #{주문번호}

기다리시는 상품 최대한 빠르게 준비하겠습니다.
감사합니다.",구매,구매완료,"입금,결제,주문,완료,주문완료,입금완료,결제완료,구매완료,구매,배송,제품",IBWINGO3940_1655976663587,입금 완료
"
안녕하세요. #{수신자명}님
멤버십에 가입해주셔서 감사합니다.

언제든 궁금한 사항이 있다면 고객센터 > 1:1 문의에 남겨주세요.
빠르게 답변드리겠습니다.

감사합니다.",구매,상품가입,"멤버십,가입,서비스,구매,상품가입",IBWINGO3940_1642987764333,멤버십 가입 완료
"
안녕하세요, #{수신자명}님.
#{발신 스페이스} 보험 가입이 완료되었습니다.

▶보험명: #{보험명}
▶피보험 : #{피보험}

가입한 보험의 상세 내용은 보험 가입내역에서 확인하실 수 있습니다.",구매,상품가입,"보험,가입,서비스,상품가입,보험안내",IBWINGO3940_1642987801780,보험 가입 안내
"
#{수신자명} 고객님,
#{발신 스페이스} 가입에 감사드립니다.
앞으로 더욱 나은 서비스 제공을 위해 노력하겠습니다.
고객님께서 가입하신 #{서비스}의 상품설명서는 #{확인처} 에서 확인 가능합니다.

확인 후 문의사항이 있으시면 고객센터로 연락주세요. 감사합니다.",구매,상품가입,"상품가입,상품,가입,서비스,구매,제품가입,가입안내,서비스안내,상품안내",IBWINGO3940_1643015337275,상품 가입 안내
"
안녕하세요 #{수신자명} 고객님,
#{상품명} 정기배송이 정상 접수되었습니다.
앞으로 #{배송기간}개월간 매달 고객님을 위하여 프로그램을 준비해드리겠습니다.

감사합니다.",구매,상품가입,"정기결제,정기상품,가입,상품가입,서비스가입,서비스결제",IBWINGO3940_1642987899693,정기 배송 신청 완료
"
#{수신자명}님,
새로운 경험을 전해드리는 
#{발신 스페이스} 입니다!

#{수신자명}님께서 신청하신 새로운 샘플이 입고되었습니다.

▶샘플: #{샘플}

지금 바로 이용해 보세요!",구매,구매예약/입고알림,"예약,구매,재입고,입고,사전등록,샘플",IBWINGO3940_1642987934862,샘플 입고 안내
"
안녕하세요 #{수신자명} 님, 
#{강의명} 결제 신청이 완료되었습니다.

공부를 시작하고자 결심한 지금 이 마음가짐이 변치 않도록 아래 입금기한까지 수강료 납부 후 학습을 시작하세요.

▶입금금액: #{입금금액}원
▶입금계좌: #{입금계좌}

감사합니다.",구매,구매예약/입고알림,"학원,수업,강의,수강,수강연장,선생님,수업신청,수강신청,강의신청,학원등록,등록",IBWINGO3940_1642987967069,수강 연장 신청 안내
"
고객님께서 사전 구매 신청하신 #{상품명}이 재고 부족으로 마감되었습니다.

사전 구매 신청 인원이 많아 구매 마감되어 죄송합니다.

* 해당 메시지는 고객의 신청으로 발송되는 1회성 메시지입니다.",구매,구매예약/입고알림,"구매마감,구매,입고,재입고,주문",IBWINGO3940_1642988001011,구매 마감 알림
"
안녕하세요 #{수신자명} 고객님, 
기다리시던 상품의 재입고 소식을 알려드립니다!
입고 수량이 한정되어 품절될 수 있습니다.

▶신청상품명: #{신청상품명}

아래 ""자세히보기"" 버튼을 클릭하시면 상품 정보를 보실 수 있습니다.",구매,구매예약/입고알림,"재입고,입고,주문,재입고알림,상품,사전등록,구매,주문",IBWINGO3940_1643015350827,재입고 알림
"
안녕하세요. #{수신자명}님. 
고객님께서 재입고 알림을 신청해주셨던 일시 품절 #{상품명} 상품이 재입고 되었습니다.

사이트 방문하셔서 확인해보시길 바랍니다. 
감사합니다.",구매,구매예약/입고알림,"재입고,입고,주문,재입고알림,상품,사전등록,구매,주문",IBWINGO3940_1643015364186,재입고 알림
"
재입고 시 알림을 요청하신 #{상품명}이(가) 재입고 되었습니다.

구매 예약을 하시면 더 빠르게 받아보실 수 있으니 빨리 구경하세요!

[상품페이지 바로가기]",구매,구매예약/입고알림,"재입고,입고,주문,재입고알림,상품,사전등록,구매,주문",IBWINGO3940_1643015379996,재입고 알림
"
안녕하세요 #{수신자명}님,
상품가입이 완료되었습니다.

▶상품명: #{상품명}
▶가입자: #{가입자}

* 가입증명서는 이메일을 확인해주세요.
* 문의가 있으실 경우 아래 버튼을 클릭해주세요.",구매,구매예약/입고알림,"상품가입,상품,가입,서비스,구매,제품가입",IBWINGO3940_1643015391018,상품 가입 안내
"
안녕하세요 #{수신자명}님,
고객님의 입금이 확인 되었습니다.
감사합니다.",구매,진행상태,"입금,입금확인,구매,진행상태,납부",IBWINGO202_1638850398426,입금 확인
"
안녕하세요 #{수신자명}님,
주문해 주셔서 감사합니다.
주문하신 상품은 2~3일 정도 소요됩니다.

산간/도서 지역은 배송일이 추가적으로 소요될 수 있으며
상품의 재고 상황에따라 배송일이 다소 지연될 수 있으니 이점 양해하여주시기 바랍니다.

주문하신 상품의 재고 사정에 따라 주문 수량이 품절될 수 있으며, 
품절 시 빠르게 확인하여 고객님께 안내드리겠습니다.

감사합니다.",구매,구매완료,"주문,주문완료,구매,구매완료,구매안내",IBWINGO202_1638850454092,주문 완료 안내
"
안녕하세요 #{수신자명}님,
주문내역을 알려드립니다. 

▶ 주문번호 : #{주문번호}
▶ 주문일시 : #{주문일시}
▶ 주문상품 : #{주문상품}

아래 버튼을 클릭하시면 상세한 주문내역을 확인하실 수 있습니다.",구매,진행상태,"주문,주문내역,구매,구매내역,구매완료",IBWINGO202_1638850493234,주문 내역 안내
"
안녕하세요 #{수신자명}님,
주문이 정상적으로 취소 되었습니다. 

▶ 주문번호 : #{주문번호}
▶ 취소일시 : #{취소일시}
▶ 취소상품 : #{취소상품}

아래 버튼을 클릭하시면 상세한 취소내역을 확인하실 수 있습니다.",구매,구매취소,"주문,주문취소,취소,주문내역,구매취소",IBWINGO202_1638850536536,주문 최소 안내
"
안녕하세요 #{수신자명}님,
주문서가 도착했습니다.
확인하시려면 아래 링크를 눌러주세요.",구매,구매완료,"주문서도착,주문,구매,구매완료,구매내역",IBWINGO202_1638850932093,주문서 도착 알림
"
안녕하세요 #{수신자명}님,
#{서비스}서비스가 해지되었습니다.

그동안 #{발신 스페이스}를 이용해 주셔서 감사합니다.",구매,진행상태,"서비스,서비스해지,해지,서비스안내,구매",IBWINGO202_1638850958994,서비스 해지 안내
"
안녕하세요 #{수신자명}님,
고객님이 구매하신 상품이 환불처리되었습니다.

▶ 환불내역
#{환불내역}

아래 버튼을 클릭하시면 상세한 환불내역을 확인하실 수 있습니다.",구매,구매취소,"환불,환불안내,구매취소,취소,주문취소",IBWINGO202_1638850996171,환불 안내
"
안녕하세요 #{수신자명}님, 
현재 고객님이 주문해주신 상품의 주문량이 많아 입고가 늦어지고 있습니다.
가능한 빠르게 고객님에게 전달될 수 있도록 노력하겠습니다.

쇼핑에 불편을 드려 죄송합니다.",구매,진행상태,"주문,지연,주문지연,상태,지체",IBWINGO202_1638851026618,주문 지연 안내
"
안녕하세요 #{수신자명}님,
고객님의 주문(주문번호:#{주문번호})이의 환불 처리가 완료되었습니다.
(환불금액:#{환불금액}원)",구매,구매취소,"환불,환불안내,구매취소,취소,주문취소",IBWINGO202_1638851062172,환불 처리 완료 안내
"
안녕하세요 #{수신자명}님,
구매하신 상품의 구매확정을 요청드립니다.
아래 기한이 지날 경우, 자동으로 구매가 확정됩니다.

주문상품 : #{주문상품}
결제금액 : #{결제금액} 원
주문번호 : #{주문번호}",구매,구매완료,"구매,구매완료,확정,구매내역,주문내역",IBWINGO202_1638851100458,구매 확정 요청
"
안녕하세요 #{수신자명}님,
구매하신 상품의 구매확정이 완료되었습니다.

주문상품 : #{주문상품}
구매확정일 : #{구매확정일}",구매,구매완료,"구매,구매완료,확정,구매내역,주문내역",IBWINGO202_1638851134028,구매 확정 완료 안내
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}의 #{상품}상품 가입을 해주셔서 진심으로 감사 드립니다.

가입하신 상품의 주요 내용을 확인하시려면 아래 버튼을 클릭해 주세요.",구매,상품가입,"상품,서비스,가입,상품가입,서비스가입",IBWINGO202_1638851192158,상품 가입 감사 인사
"
안녕하세요 #{수신자명}님,
고객님 기다리시던 상품의 재입고 소식을 알려드립니다!
입고 수량이 한정되어 품절될 수 있으니 구매를 서둘러주세요!

신청상품명 : #{신청상품명}",구매,구매예약/입고알림,"재입고,주문,구매,리마인드,재입고알림",IBWINGO202_1638851224236,재입고 알림
"
안녕하세요 #{수신자명}님,
기다리시던 #{상품} 상품의 사전 예약이 시작되었습니다. 늦기 전에 놓치지말고 신청하세요!

아래 버튼을 클릭하시면 신청하실 수 있습니다.",구매,구매예약/입고알림,"사전구매,예약,입고,구매예약,사전예약",IBWINGO202_1638851260901,사전 구매 예약
"
안녕하세요 #{수신자명}님,
정기구독 안내 드립니다.

상품명 : #{상품명}
상품가격 : #{상품가격}
결제예정일 : #{결제예정일}

위 내용으로 정기구독 결제 및 배송이 진행될 예정입니다.

감사합니다.",구매,상품가입,"정기,구독,리마인드,가입,결제안내",IBWINGO202_1638851293059,정기구독 결제 안내
